contract,bug_type,line
buggy_27.sol,Re-entrancy,613
buggy_33.sol,Re-entrancy,178
buggy_38.sol,Overflow-Underflow,218
buggy_30.sol,Re-entrancy,937
buggy_11.sol,Unchecked-Send,191
buggy_41.sol,Unchecked-Send,50
buggy_38.sol,Re-entrancy,174
buggy_1.sol,tx.origin,144
buggy_17.sol,Timestamp-Dependency,211
buggy_45.sol,Unchecked-Send,213
buggy_22.sol,Timestamp-Dependency,486
buggy_20.sol,Re-entrancy,333
buggy_28.sol,Overflow-Underflow,303
buggy_14.sol,Unhandled-Exceptions,162
buggy_15.sol,Unhandled-Exceptions,74
buggy_50.sol,Unchecked-Send,18
buggy_4.sol,Overflow-Underflow,185
buggy_45.sol,tx.origin,38
buggy_16.sol,tx.origin,157
buggy_40.sol,Re-entrancy,236
buggy_44.sol,Overflow-Underflow,69
buggy_34.sol,Overflow-Underflow,445
buggy_36.sol,TOD,850
buggy_47.sol,TOD,833
buggy_28.sol,Unchecked-Send,214
buggy_3.sol,Overflow-Underflow,206
buggy_22.sol,Unhandled-Exceptions,464
buggy_25.sol,Unchecked-Send,47
buggy_35.sol,Unhandled-Exceptions,230
buggy_22.sol,tx.origin,177
buggy_3.sol,Unhandled-Exceptions,8
buggy_36.sol,Timestamp-Dependency,203
buggy_34.sol,Timestamp-Dependency,317
buggy_23.sol,TOD,406
buggy_22.sol,Overflow-Underflow,386
buggy_35.sol,TOD,630
buggy_11.sol,Timestamp-Dependency,218
buggy_16.sol,Unchecked-Send,203
buggy_38.sol,tx.origin,178
buggy_11.sol,Unhandled-Exceptions,53
buggy_15.sol,Overflow-Underflow,52
buggy_23.sol,tx.origin,219
buggy_27.sol,Overflow-Underflow,578
buggy_50.sol,Unchecked-Send,216
buggy_43.sol,Unchecked-Send,334
buggy_37.sol,Unhandled-Exceptions,155
buggy_12.sol,TOD,669
buggy_23.sol,TOD,561
buggy_1.sol,Timestamp-Dependency,49
buggy_48.sol,Unhandled-Exceptions,238
buggy_36.sol,Unhandled-Exceptions,113
buggy_38.sol,Unchecked-Send,54
buggy_26.sol,Overflow-Underflow,147
buggy_49.sol,Overflow-Underflow,61
buggy_32.sol,Unhandled-Exceptions,119
buggy_33.sol,TOD,175
buggy_23.sol,tx.origin,126
buggy_45.sol,Re-entrancy,154
buggy_13.sol,Timestamp-Dependency,86
buggy_7.sol,Unhandled-Exceptions,233
buggy_3.sol,Re-entrancy,255
buggy_6.sol,Timestamp-Dependency,150
buggy_38.sol,Overflow-Underflow,68
buggy_8.sol,Unhandled-Exceptions,90
buggy_8.sol,Timestamp-Dependency,13
buggy_30.sol,Overflow-Underflow,864
buggy_21.sol,Unhandled-Exceptions,85
buggy_29.sol,Unchecked-Send,179
buggy_45.sol,Unhandled-Exceptions,90
buggy_26.sol,Re-entrancy,159
buggy_19.sol,Timestamp-Dependency,354
buggy_47.sol,Unchecked-Send,255
buggy_24.sol,Overflow-Underflow,583
buggy_47.sol,Overflow-Underflow,225
buggy_26.sol,TOD,379
buggy_12.sol,Timestamp-Dependency,292
buggy_35.sol,tx.origin,214
buggy_5.sol,Overflow-Underflow,450
buggy_19.sol,tx.origin,236
buggy_8.sol,Timestamp-Dependency,166
buggy_30.sol,Overflow-Underflow,971
buggy_30.sol,tx.origin,582
buggy_18.sol,Re-entrancy,163
buggy_12.sol,tx.origin,131
buggy_17.sol,Unhandled-Exceptions,230
buggy_9.sol,Unhandled-Exceptions,282
buggy_31.sol,Unchecked-Send,95
buggy_27.sol,TOD,371
buggy_22.sol,Unchecked-Send,159
buggy_47.sol,tx.origin,75
buggy_48.sol,Overflow-Underflow,137
buggy_20.sol,Unchecked-Send,282
buggy_47.sol,Overflow-Underflow,158
buggy_42.sol,Re-entrancy,324
buggy_16.sol,Timestamp-Dependency,409
buggy_29.sol,Re-entrancy,428
buggy_40.sol,Timestamp-Dependency,577
buggy_3.sol,Unhandled-Exceptions,186
buggy_30.sol,Unhandled-Exceptions,871
buggy_13.sol,TOD,92
buggy_47.sol,TOD,344
buggy_33.sol,tx.origin,41
buggy_29.sol,TOD,292
buggy_19.sol,Overflow-Underflow,295
buggy_39.sol,tx.origin,62
buggy_17.sol,Unchecked-Send,98
buggy_38.sol,TOD,419
buggy_28.sol,Unchecked-Send,223
buggy_48.sol,Timestamp-Dependency,156
buggy_28.sol,TOD,304
buggy_24.sol,Overflow-Underflow,269
buggy_42.sol,Unhandled-Exceptions,97
buggy_25.sol,Unchecked-Send,52
buggy_28.sol,Timestamp-Dependency,62
buggy_42.sol,Timestamp-Dependency,253
buggy_12.sol,Timestamp-Dependency,108
buggy_16.sol,Timestamp-Dependency,62
buggy_11.sol,Overflow-Underflow,113
buggy_1.sol,tx.origin,81
buggy_5.sol,Re-entrancy,134
buggy_41.sol,tx.origin,226
buggy_39.sol,TOD,28
buggy_12.sol,Unchecked-Send,274
buggy_2.sol,Unhandled-Exceptions,229
buggy_35.sol,Re-entrancy,156
buggy_17.sol,Unhandled-Exceptions,286
buggy_5.sol,TOD,687
buggy_42.sol,TOD,435
buggy_11.sol,tx.origin,29
buggy_27.sol,Overflow-Underflow,587
buggy_22.sol,tx.origin,85
buggy_9.sol,Overflow-Underflow,391
buggy_19.sol,TOD,218
buggy_19.sol,Re-entrancy,217
buggy_3.sol,Re-entrancy,105
buggy_48.sol,tx.origin,189
buggy_32.sol,TOD,376
buggy_29.sol,Unchecked-Send,335
buggy_22.sol,Overflow-Underflow,104
buggy_37.sol,Re-entrancy,30
buggy_38.sol,TOD,365
buggy_6.sol,Unchecked-Send,12
buggy_7.sol,Overflow-Underflow,135
buggy_44.sol,Overflow-Underflow,390
buggy_22.sol,Timestamp-Dependency,56
buggy_12.sol,TOD,251
buggy_13.sol,Unhandled-Exceptions,46
buggy_19.sol,Timestamp-Dependency,144
buggy_24.sol,Unhandled-Exceptions,375
buggy_37.sol,Timestamp-Dependency,113
buggy_47.sol,TOD,542
buggy_47.sol,Unchecked-Send,109
buggy_35.sol,Unhandled-Exceptions,423
buggy_18.sol,Overflow-Underflow,105
buggy_23.sol,Timestamp-Dependency,289
buggy_3.sol,Timestamp-Dependency,96
buggy_42.sol,Unchecked-Send,166
buggy_5.sol,Overflow-Underflow,340
buggy_48.sol,tx.origin,218
buggy_21.sol,Re-entrancy,204
buggy_17.sol,Re-entrancy,229
buggy_19.sol,Overflow-Underflow,118
buggy_21.sol,Unchecked-Send,103
buggy_38.sol,Timestamp-Dependency,54
buggy_39.sol,Unchecked-Send,15
buggy_12.sol,Overflow-Underflow,445
buggy_9.sol,Timestamp-Dependency,178
buggy_18.sol,Unhandled-Exceptions,250
buggy_4.sol,Unhandled-Exceptions,133
buggy_14.sol,Overflow-Underflow,287
buggy_35.sol,Unhandled-Exceptions,268
buggy_35.sol,Unchecked-Send,228
buggy_50.sol,Unhandled-Exceptions,56
buggy_23.sol,Re-entrancy,192
buggy_35.sol,Timestamp-Dependency,248
buggy_44.sol,Re-entrancy,61
buggy_42.sol,Unchecked-Send,75
buggy_22.sol,Re-entrancy,313
buggy_30.sol,Re-entrancy,927
buggy_43.sol,Timestamp-Dependency,18
buggy_11.sol,TOD,610
buggy_16.sol,Re-entrancy,565
buggy_14.sol,TOD,429
buggy_29.sol,Unchecked-Send,23
buggy_29.sol,Unhandled-Exceptions,388
buggy_19.sol,Unhandled-Exceptions,215
buggy_23.sol,Timestamp-Dependency,495
buggy_21.sol,Re-entrancy,536
buggy_34.sol,Unchecked-Send,511
buggy_27.sol,TOD,836
buggy_41.sol,Timestamp-Dependency,219
buggy_43.sol,Unchecked-Send,98
buggy_22.sol,TOD,470
buggy_5.sol,Re-entrancy,282
buggy_1.sol,Unchecked-Send,107
buggy_31.sol,Re-entrancy,120
buggy_9.sol,TOD,514
buggy_11.sol,Re-entrancy,224
buggy_11.sol,TOD,457
buggy_22.sol,Overflow-Underflow,315
buggy_47.sol,Unhandled-Exceptions,292
buggy_47.sol,TOD,815
buggy_35.sol,TOD,495
buggy_6.sol,TOD,142
buggy_32.sol,tx.origin,91
buggy_43.sol,TOD,54
buggy_21.sol,TOD,313
buggy_25.sol,Unchecked-Send,61
buggy_41.sol,Timestamp-Dependency,64
buggy_3.sol,Unhandled-Exceptions,30
buggy_36.sol,Timestamp-Dependency,249
buggy_42.sol,Timestamp-Dependency,244
buggy_35.sol,Timestamp-Dependency,384
buggy_1.sol,tx.origin,72
buggy_8.sol,Unhandled-Exceptions,382
buggy_44.sol,Overflow-Underflow,50
buggy_38.sol,Re-entrancy,280
buggy_12.sol,Unchecked-Send,267
buggy_27.sol,Timestamp-Dependency,126
buggy_47.sol,Re-entrancy,304
buggy_45.sol,Timestamp-Dependency,94
buggy_2.sol,Overflow-Underflow,132
buggy_33.sol,Overflow-Underflow,279
buggy_43.sol,Unchecked-Send,312
buggy_16.sol,TOD,549
buggy_9.sol,TOD,318
buggy_44.sol,TOD,555
buggy_33.sol,Unchecked-Send,8
buggy_28.sol,Timestamp-Dependency,154
buggy_30.sol,Unhandled-Exceptions,934
buggy_25.sol,Re-entrancy,109
buggy_8.sol,Overflow-Underflow,171
buggy_48.sol,tx.origin,68
buggy_18.sol,Timestamp-Dependency,252
buggy_18.sol,tx.origin,136
buggy_39.sol,TOD,184
buggy_18.sol,Re-entrancy,391
buggy_32.sol,Unhandled-Exceptions,101
buggy_22.sol,Overflow-Underflow,115
buggy_20.sol,tx.origin,412
buggy_38.sol,tx.origin,97
buggy_9.sol,Unhandled-Exceptions,96
buggy_40.sol,Re-entrancy,402
buggy_47.sol,Re-entrancy,219
buggy_13.sol,Timestamp-Dependency,68
buggy_42.sol,TOD,87
buggy_46.sol,Unchecked-Send,118
buggy_12.sol,TOD,752
buggy_16.sol,TOD,702
buggy_18.sol,Overflow-Underflow,96
buggy_50.sol,Unhandled-Exceptions,150
buggy_7.sol,tx.origin,61
buggy_17.sol,TOD,72
buggy_21.sol,TOD,519
buggy_37.sol,TOD,403
buggy_44.sol,Unchecked-Send,30
buggy_30.sol,tx.origin,561
buggy_21.sol,Unhandled-Exceptions,71
buggy_36.sol,tx.origin,231
buggy_9.sol,Unhandled-Exceptions,135
buggy_26.sol,Unchecked-Send,144
buggy_20.sol,Overflow-Underflow,212
buggy_18.sol,TOD,450
buggy_39.sol,Re-entrancy,85
buggy_23.sol,tx.origin,403
buggy_1.sol,TOD,160
buggy_16.sol,TOD,795
buggy_9.sol,Overflow-Underflow,70
buggy_40.sol,Timestamp-Dependency,246
buggy_9.sol,tx.origin,179
buggy_33.sol,Timestamp-Dependency,113
buggy_3.sol,Timestamp-Dependency,12
buggy_30.sol,Re-entrancy,902
buggy_20.sol,Overflow-Underflow,179
buggy_28.sol,tx.origin,97
buggy_48.sol,Re-entrancy,180
buggy_9.sol,Unchecked-Send,75
buggy_33.sol,Overflow-Underflow,200
buggy_47.sol,Unhandled-Exceptions,202
buggy_29.sol,Timestamp-Dependency,268
buggy_42.sol,Unhandled-Exceptions,214
buggy_40.sol,Overflow-Underflow,315
buggy_45.sol,Overflow-Underflow,200
buggy_42.sol,Timestamp-Dependency,134
buggy_38.sol,tx.origin,304
buggy_27.sol,Unchecked-Send,106
buggy_17.sol,tx.origin,299
buggy_20.sol,Unhandled-Exceptions,318
buggy_18.sol,Timestamp-Dependency,465
buggy_34.sol,tx.origin,541
buggy_12.sol,tx.origin,112
buggy_35.sol,Re-entrancy,273
buggy_2.sol,Overflow-Underflow,18
buggy_25.sol,tx.origin,121
buggy_2.sol,Re-entrancy,55
buggy_22.sol,tx.origin,206
buggy_36.sol,Timestamp-Dependency,224
buggy_1.sol,Timestamp-Dependency,177
buggy_8.sol,Timestamp-Dependency,366
buggy_17.sol,TOD,421
buggy_18.sol,tx.origin,316
buggy_38.sol,Unchecked-Send,182
buggy_1.sol,tx.origin,67
buggy_38.sol,Overflow-Underflow,303
buggy_6.sol,Unhandled-Exceptions,19
buggy_8.sol,Unhandled-Exceptions,373
buggy_49.sol,TOD,66
buggy_20.sol,Overflow-Underflow,507
buggy_6.sol,Overflow-Underflow,259
buggy_6.sol,Unchecked-Send,155
buggy_2.sol,Overflow-Underflow,191
buggy_31.sol,tx.origin,224
buggy_39.sol,Overflow-Underflow,32
buggy_7.sol,Unchecked-Send,9
buggy_33.sol,Timestamp-Dependency,172
buggy_48.sol,tx.origin,83
buggy_33.sol,tx.origin,145
buggy_41.sol,tx.origin,49
buggy_48.sol,TOD,635
buggy_34.sol,tx.origin,299
buggy_19.sol,Overflow-Underflow,255
buggy_20.sol,Overflow-Underflow,102
buggy_2.sol,Unhandled-Exceptions,72
buggy_16.sol,Unchecked-Send,307
buggy_37.sol,Timestamp-Dependency,111
buggy_20.sol,TOD,335
buggy_35.sol,Unhandled-Exceptions,437
buggy_18.sol,Overflow-Underflow,87
buggy_7.sol,TOD,62
buggy_6.sol,Re-entrancy,19
buggy_23.sol,Unchecked-Send,272
buggy_22.sol,TOD,178
buggy_11.sol,TOD,151
buggy_31.sol,Re-entrancy,260
buggy_45.sol,Timestamp-Dependency,273
buggy_29.sol,tx.origin,286
buggy_45.sol,Unhandled-Exceptions,117
buggy_44.sol,Overflow-Underflow,371
buggy_27.sol,TOD,499
buggy_35.sol,Unchecked-Send,242
buggy_19.sol,Unhandled-Exceptions,88
buggy_47.sol,Overflow-Underflow,286
buggy_20.sol,Timestamp-Dependency,204
buggy_35.sol,tx.origin,203
buggy_31.sol,Unhandled-Exceptions,239
buggy_3.sol,Timestamp-Dependency,53
buggy_16.sol,Re-entrancy,69
buggy_40.sol,Unchecked-Send,450
buggy_8.sol,Timestamp-Dependency,187
buggy_43.sol,Timestamp-Dependency,32
buggy_24.sol,Unhandled-Exceptions,561
buggy_27.sol,Unhandled-Exceptions,537
buggy_20.sol,Unhandled-Exceptions,428
buggy_18.sol,Overflow-Underflow,289
buggy_20.sol,Re-entrancy,297
buggy_24.sol,tx.origin,235
buggy_14.sol,Unhandled-Exceptions,142
buggy_15.sol,Unhandled-Exceptions,46
buggy_41.sol,Timestamp-Dependency,201
buggy_43.sol,Unchecked-Send,92
buggy_47.sol,Timestamp-Dependency,385
buggy_3.sol,Timestamp-Dependency,168
buggy_48.sol,Unchecked-Send,288
buggy_14.sol,Unchecked-Send,72
buggy_21.sol,TOD,710
buggy_8.sol,Unchecked-Send,24
buggy_6.sol,Unhandled-Exceptions,161
buggy_10.sol,Timestamp-Dependency,50
buggy_14.sol,tx.origin,150
buggy_11.sol,Timestamp-Dependency,65
buggy_19.sol,Overflow-Underflow,264
buggy_30.sol,TOD,589
buggy_5.sol,Timestamp-Dependency,187
buggy_2.sol,Overflow-Underflow,13
buggy_24.sol,Timestamp-Dependency,251
buggy_29.sol,Timestamp-Dependency,182
buggy_13.sol,Overflow-Underflow,246
buggy_4.sol,tx.origin,69
buggy_47.sol,Timestamp-Dependency,294
buggy_42.sol,Timestamp-Dependency,218
buggy_45.sol,tx.origin,101
buggy_44.sol,Re-entrancy,491
buggy_22.sol,Overflow-Underflow,486
buggy_27.sol,Re-entrancy,313
buggy_12.sol,Unhandled-Exceptions,390
buggy_5.sol,tx.origin,127
buggy_5.sol,Unhandled-Exceptions,352
buggy_28.sol,tx.origin,160
buggy_34.sol,Unhandled-Exceptions,602
buggy_12.sol,Overflow-Underflow,150
buggy_41.sol,Overflow-Underflow,228
buggy_25.sol,tx.origin,221
buggy_15.sol,Timestamp-Dependency,30
buggy_30.sol,TOD,1000
buggy_26.sol,Timestamp-Dependency,124
buggy_35.sol,Overflow-Underflow,423
buggy_24.sol,Timestamp-Dependency,344
buggy_33.sol,Timestamp-Dependency,149
buggy_16.sol,Timestamp-Dependency,68
buggy_17.sol,TOD,449
buggy_36.sol,Unhandled-Exceptions,85
buggy_33.sol,tx.origin,134
buggy_42.sol,tx.origin,134
buggy_8.sol,TOD,241
buggy_25.sol,tx.origin,184
buggy_26.sol,Re-entrancy,278
buggy_30.sol,Timestamp-Dependency,835
buggy_16.sol,TOD,142
buggy_24.sol,Timestamp-Dependency,961
buggy_29.sol,Unhandled-Exceptions,163
buggy_47.sol,Overflow-Underflow,360
buggy_8.sol,Overflow-Underflow,86
buggy_33.sol,Timestamp-Dependency,8
buggy_43.sol,Timestamp-Dependency,396
buggy_44.sol,Re-entrancy,189
buggy_48.sol,tx.origin,247
buggy_31.sol,Re-entrancy,285
buggy_18.sol,tx.origin,127
buggy_27.sol,Timestamp-Dependency,166
buggy_12.sol,tx.origin,282
buggy_37.sol,tx.origin,102
buggy_36.sol,Overflow-Underflow,234
buggy_26.sol,Re-entrancy,243
buggy_30.sol,Timestamp-Dependency,678
buggy_20.sol,Re-entrancy,221
buggy_30.sol,Unchecked-Send,607
buggy_17.sol,Unhandled-Exceptions,111
buggy_47.sol,Unhandled-Exceptions,67
buggy_47.sol,TOD,584
buggy_6.sol,tx.origin,28
buggy_37.sol,Unchecked-Send,93
buggy_19.sol,Unchecked-Send,255
buggy_24.sol,tx.origin,837
buggy_22.sol,Unhandled-Exceptions,217
buggy_2.sol,Re-entrancy,267
buggy_27.sol,tx.origin,54
buggy_32.sol,Overflow-Underflow,187
buggy_7.sol,Unhandled-Exceptions,166
buggy_30.sol,Re-entrancy,374
buggy_35.sol,Timestamp-Dependency,229
buggy_5.sol,TOD,336
buggy_16.sol,Re-entrancy,76
buggy_36.sol,Unchecked-Send,170
buggy_31.sol,TOD,243
buggy_2.sol,tx.origin,52
buggy_11.sol,Re-entrancy,96
buggy_43.sol,Timestamp-Dependency,47
buggy_25.sol,TOD,484
buggy_30.sol,Unchecked-Send,706
buggy_12.sol,tx.origin,255
buggy_15.sol,Re-entrancy,22
buggy_27.sol,Unhandled-Exceptions,236
buggy_36.sol,TOD,32
buggy_1.sol,TOD,269
buggy_5.sol,Timestamp-Dependency,293
buggy_35.sol,Unhandled-Exceptions,374
buggy_7.sol,Re-entrancy,9
buggy_45.sol,TOD,148
buggy_42.sol,Unhandled-Exceptions,248
buggy_34.sol,Unhandled-Exceptions,417
buggy_27.sol,tx.origin,173
buggy_34.sol,Unchecked-Send,256
buggy_14.sol,Unchecked-Send,81
buggy_22.sol,Re-entrancy,131
buggy_16.sol,Unhandled-Exceptions,321
buggy_30.sol,Overflow-Underflow,906
buggy_35.sol,Timestamp-Dependency,256
buggy_37.sol,tx.origin,316
buggy_49.sol,Unhandled-Exceptions,108
buggy_45.sol,Unhandled-Exceptions,180
buggy_44.sol,Overflow-Underflow,178
buggy_27.sol,Timestamp-Dependency,510
buggy_28.sol,Re-entrancy,280
buggy_17.sol,Unhandled-Exceptions,165
buggy_18.sol,Unhandled-Exceptions,429
buggy_20.sol,Overflow-Underflow,258
buggy_35.sol,TOD,450
buggy_40.sol,tx.origin,228
buggy_28.sol,TOD,348
buggy_4.sol,tx.origin,114
buggy_14.sol,Unchecked-Send,172
buggy_17.sol,TOD,435
buggy_34.sol,tx.origin,182
buggy_41.sol,TOD,258
buggy_14.sol,Re-entrancy,169
buggy_9.sol,Timestamp-Dependency,320
buggy_47.sol,tx.origin,229
buggy_20.sol,Re-entrancy,494
buggy_28.sol,Re-entrancy,255
buggy_19.sol,Timestamp-Dependency,107
buggy_30.sol,TOD,915
buggy_10.sol,TOD,61
buggy_22.sol,Unhandled-Exceptions,38
buggy_6.sol,Re-entrancy,152
buggy_8.sol,Overflow-Underflow,196
buggy_1.sol,Re-entrancy,168
buggy_40.sol,Re-entrancy,375
buggy_44.sol,Unhandled-Exceptions,439
buggy_22.sol,Timestamp-Dependency,228
buggy_12.sol,TOD,215
buggy_24.sol,Unhandled-Exceptions,275
buggy_36.sol,TOD,503
buggy_47.sol,Unchecked-Send,81
buggy_22.sol,Unhandled-Exceptions,75
buggy_22.sol,TOD,164
buggy_44.sol,TOD,115
buggy_22.sol,Overflow-Underflow,551
buggy_12.sol,Unhandled-Exceptions,325
buggy_5.sol,tx.origin,188
buggy_40.sol,Unchecked-Send,341
buggy_44.sol,Unchecked-Send,53
buggy_2.sol,Timestamp-Dependency,121
buggy_50.sol,Timestamp-Dependency,245
buggy_47.sol,Unhandled-Exceptions,74
buggy_31.sol,Unchecked-Send,241
buggy_43.sol,TOD,192
buggy_50.sol,Overflow-Underflow,194
buggy_22.sol,Unhandled-Exceptions,208
buggy_33.sol,Timestamp-Dependency,84
buggy_12.sol,Re-entrancy,425
buggy_31.sol,Unhandled-Exceptions,249
buggy_5.sol,tx.origin,273
buggy_43.sol,Re-entrancy,411
buggy_11.sol,Re-entrancy,121
buggy_36.sol,tx.origin,61
buggy_8.sol,Unhandled-Exceptions,400
buggy_29.sol,Unchecked-Send,235
buggy_48.sol,Re-entrancy,155
buggy_24.sol,tx.origin,283
buggy_20.sol,TOD,135
buggy_22.sol,Unchecked-Send,170
buggy_9.sol,Overflow-Underflow,140
buggy_38.sol,TOD,527
buggy_27.sol,tx.origin,154
buggy_43.sol,Unchecked-Send,78
buggy_4.sol,Overflow-Underflow,135
buggy_28.sol,Unhandled-Exceptions,176
buggy_42.sol,Unchecked-Send,8
buggy_1.sol,Unchecked-Send,71
buggy_31.sol,Overflow-Underflow,234
buggy_11.sol,TOD,557
buggy_6.sol,Unhandled-Exceptions,147
buggy_23.sol,Overflow-Underflow,179
buggy_19.sol,Overflow-Underflow,282
buggy_36.sol,TOD,132
buggy_47.sol,Unhandled-Exceptions,256
buggy_22.sol,Unchecked-Send,71
buggy_32.sol,tx.origin,63
buggy_7.sol,Re-entrancy,165
buggy_43.sol,TOD,10
buggy_47.sol,Timestamp-Dependency,308
buggy_24.sol,tx.origin,698
buggy_34.sol,Timestamp-Dependency,263
buggy_27.sol,Overflow-Underflow,487
buggy_2.sol,TOD,385
buggy_50.sol,tx.origin,10
buggy_19.sol,Re-entrancy,335
buggy_44.sol,Re-entrancy,473
buggy_17.sol,Overflow-Underflow,290
buggy_5.sol,tx.origin,73
buggy_25.sol,TOD,165
buggy_28.sol,tx.origin,178
buggy_18.sol,Re-entrancy,312
buggy_37.sol,Re-entrancy,168
buggy_25.sol,tx.origin,51
buggy_40.sol,Timestamp-Dependency,482
buggy_26.sol,tx.origin,222
buggy_50.sol,Unhandled-Exceptions,269
buggy_12.sol,TOD,583
buggy_9.sol,Overflow-Underflow,340
buggy_8.sol,Re-entrancy,8
buggy_23.sol,Unchecked-Send,400
buggy_43.sol,tx.origin,96
buggy_3.sol,tx.origin,138
buggy_24.sol,Re-entrancy,390
buggy_4.sol,Unchecked-Send,155
buggy_27.sol,Timestamp-Dependency,61
buggy_12.sol,tx.origin,385
buggy_14.sol,Re-entrancy,341
buggy_33.sol,TOD,341
buggy_25.sol,Timestamp-Dependency,282
buggy_24.sol,Timestamp-Dependency,819
buggy_13.sol,Timestamp-Dependency,24
buggy_1.sol,TOD,41
buggy_40.sol,Overflow-Underflow,559
buggy_26.sol,Unhandled-Exceptions,129
buggy_33.sol,Unchecked-Send,75
buggy_27.sol,Overflow-Underflow,189
buggy_30.sol,Overflow-Underflow,340
buggy_7.sol,tx.origin,25
buggy_14.sol,Timestamp-Dependency,241
buggy_38.sol,Unhandled-Exceptions,136
buggy_43.sol,Unhandled-Exceptions,33
buggy_2.sol,Unchecked-Send,162
buggy_9.sol,Timestamp-Dependency,143
buggy_1.sol,Overflow-Underflow,57
buggy_23.sol,Overflow-Underflow,326
buggy_36.sol,Overflow-Underflow,248
buggy_4.sol,Unhandled-Exceptions,182
buggy_20.sol,Unchecked-Send,163
buggy_34.sol,Unchecked-Send,143
buggy_35.sol,Overflow-Underflow,287
buggy_14.sol,Unhandled-Exceptions,270
buggy_26.sol,TOD,397
buggy_7.sol,Unhandled-Exceptions,152
buggy_3.sol,Timestamp-Dependency,40
buggy_17.sol,tx.origin,82
buggy_5.sol,tx.origin,280
buggy_8.sol,Timestamp-Dependency,92
buggy_5.sol,Unchecked-Send,303
buggy_24.sol,Unhandled-Exceptions,724
buggy_5.sol,Unhandled-Exceptions,135
buggy_33.sol,TOD,27
buggy_23.sol,Overflow-Underflow,289
buggy_18.sol,tx.origin,556
buggy_9.sol,Unchecked-Send,111
buggy_36.sol,TOD,54
buggy_47.sol,Unchecked-Send,142
buggy_25.sol,Timestamp-Dependency,82
buggy_3.sol,Overflow-Underflow,18
buggy_45.sol,Overflow-Underflow,302
buggy_9.sol,TOD,55
buggy_16.sol,Re-entrancy,255
buggy_36.sol,Unchecked-Send,25
buggy_23.sol,Unchecked-Send,255
buggy_30.sol,Re-entrancy,967
buggy_44.sol,TOD,306
buggy_41.sol,Unchecked-Send,20
buggy_27.sol,Re-entrancy,185
buggy_1.sol,Unhandled-Exceptions,31
buggy_44.sol,Overflow-Underflow,132
buggy_45.sol,Unchecked-Send,15
buggy_27.sol,Timestamp-Dependency,272
buggy_39.sol,tx.origin,8
buggy_18.sol,Unhandled-Exceptions,415
buggy_14.sol,TOD,103
buggy_29.sol,tx.origin,163
buggy_9.sol,Overflow-Underflow,232
buggy_47.sol,tx.origin,122
buggy_28.sol,Overflow-Underflow,325
buggy_20.sol,Timestamp-Dependency,381
buggy_34.sol,Re-entrancy,332
buggy_32.sol,Timestamp-Dependency,182
buggy_5.sol,TOD,8
buggy_42.sol,Overflow-Underflow,140
buggy_8.sol,Overflow-Underflow,317
buggy_34.sol,TOD,538
buggy_11.sol,Re-entrancy,312
buggy_5.sol,tx.origin,80
buggy_44.sol,Overflow-Underflow,31
buggy_7.sol,Timestamp-Dependency,46
buggy_5.sol,Unchecked-Send,103
buggy_47.sol,Unhandled-Exceptions,364
buggy_40.sol,TOD,724
buggy_13.sol,Unchecked-Send,16
buggy_13.sol,Timestamp-Dependency,234
buggy_27.sol,TOD,225
buggy_43.sol,Unchecked-Send,271
buggy_40.sol,Unhandled-Exceptions,551
buggy_10.sol,TOD,47
buggy_5.sol,TOD,119
buggy_14.sol,Timestamp-Dependency,95
buggy_43.sol,Overflow-Underflow,322
buggy_41.sol,tx.origin,205
buggy_49.sol,TOD,141
buggy_16.sol,Unhandled-Exceptions,159
buggy_39.sol,Unhandled-Exceptions,108
buggy_50.sol,Timestamp-Dependency,124
buggy_44.sol,Timestamp-Dependency,138
buggy_40.sol,tx.origin,428
buggy_47.sol,tx.origin,176
buggy_27.sol,Timestamp-Dependency,552
buggy_28.sol,Overflow-Underflow,63
buggy_25.sol,Unchecked-Send,160
buggy_29.sol,Re-entrancy,339
buggy_22.sol,Unhandled-Exceptions,89
buggy_50.sol,Re-entrancy,20
buggy_31.sol,TOD,115
buggy_32.sol,Re-entrancy,262
buggy_16.sol,tx.origin,395
buggy_24.sol,TOD,499
buggy_44.sol,Unhandled-Exceptions,320
buggy_11.sol,Unhandled-Exceptions,168
buggy_40.sol,Unhandled-Exceptions,371
buggy_19.sol,Timestamp-Dependency,163
buggy_47.sol,Unhandled-Exceptions,36
buggy_37.sol,Unchecked-Send,48
buggy_48.sol,Unhandled-Exceptions,89
buggy_34.sol,TOD,235
buggy_10.sol,Unhandled-Exceptions,75
buggy_37.sol,Overflow-Underflow,289
buggy_27.sol,Re-entrancy,557
buggy_17.sol,tx.origin,91
buggy_40.sol,Re-entrancy,561
buggy_5.sol,tx.origin,355
buggy_11.sol,Unchecked-Send,71
buggy_30.sol,Overflow-Underflow,778
buggy_44.sol,Unchecked-Send,70
buggy_43.sol,Timestamp-Dependency,68
buggy_34.sol,tx.origin,397
buggy_2.sol,Timestamp-Dependency,12
buggy_30.sol,Timestamp-Dependency,748
buggy_45.sol,Re-entrancy,33
buggy_35.sol,TOD,322
buggy_7.sol,Overflow-Underflow,281
buggy_48.sol,Overflow-Underflow,70
buggy_22.sol,Unhandled-Exceptions,259
buggy_24.sol,Unchecked-Send,649
buggy_42.sol,Unhandled-Exceptions,133
buggy_4.sol,TOD,311
buggy_8.sol,Overflow-Underflow,427
buggy_36.sol,Re-entrancy,458
buggy_16.sol,tx.origin,85
