Bug_Type,Contract,Line,Description
TOD,buggy_47.sol,176,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,57,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,704,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,833,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,322,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,450,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,196,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,71,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,584,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,466,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,211,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,85,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,344,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,606,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,486,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,104,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,366,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,751,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,238,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,629,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,506,Ground truth vulnerability missed by LLM
TOD,buggy_47.sol,123,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,134,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,647,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,10,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,267,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,405,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,538,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,159,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,675,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,292,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,35,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,555,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,306,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,178,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,54,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,572,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,701,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,446,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,197,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,327,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,73,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,722,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,216,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,601,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,93,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,350,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,233,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,748,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,115,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,499,Ground truth vulnerability missed by LLM
TOD,buggy_44.sol,250,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,384,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,129,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,258,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,527,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,272,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,151,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,286,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,547,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,419,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,173,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,304,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,54,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,443,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,571,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,196,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,326,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,73,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,588,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,210,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,468,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,348,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,92,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,609,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,230,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,365,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,112,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,628,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,244,Ground truth vulnerability missed by LLM
TOD,buggy_38.sol,502,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,385,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,259,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,518,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,9,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,274,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,148,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,23,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,409,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,543,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,288,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,167,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,42,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,436,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,565,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,181,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,56,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,196,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,75,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,463,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,336,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,216,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,89,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,231,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,104,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,360,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,501,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,118,Ground truth vulnerability missed by LLM
TOD,buggy_45.sol,245,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,9,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,142,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,527,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,273,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,406,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,28,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,160,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,291,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,554,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,430,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,47,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,309,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,183,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,447,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,67,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,585,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,332,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,462,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,86,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,219,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,476,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,100,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,612,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,357,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,490,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,237,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,119,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,509,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,382,Ground truth vulnerability missed by LLM
TOD,buggy_6.sol,255,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,131,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,389,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,5,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,519,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,268,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,146,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,24,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,283,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,161,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,418,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,679,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,298,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,43,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,181,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,313,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,62,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,710,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,458,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,343,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,728,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,223,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,745,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,489,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,364,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,238,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,116,Ground truth vulnerability missed by LLM
TOD,buggy_21.sol,253,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,643,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,135,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,529,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,406,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,663,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,281,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,155,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,688,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,561,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,434,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,176,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,313,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,708,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,198,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,588,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,466,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,728,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,346,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,221,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,615,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,754,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,498,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,629,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,120,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,249,Ground truth vulnerability missed by LLM
TOD,buggy_23.sol,379,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,257,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,393,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,656,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,145,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,278,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,538,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,164,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,421,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,303,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,49,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,178,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,435,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,564,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,449,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,193,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,326,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,72,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,587,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,464,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,212,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,346,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,478,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,227,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,99,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,613,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,366,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,242,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,500,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,634,Ground truth vulnerability missed by LLM
TOD,buggy_17.sol,126,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,642,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,8,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,138,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,526,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,271,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,403,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,23,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,668,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,542,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,158,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,174,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,687,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,305,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,563,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,51,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,440,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,188,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,714,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,588,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,336,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,209,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,82,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,476,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,225,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,100,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,616,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,241,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,370,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,497,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,119,Ground truth vulnerability missed by LLM
TOD,buggy_8.sol,511,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,132,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,517,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,9,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,397,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,531,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,150,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,922,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,411,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,32,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,545,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,676,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,805,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,164,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,430,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,178,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,54,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,192,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,450,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,71,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,331,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,206,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,850,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,85,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,470,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,599,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,345,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,731,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,220,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,484,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,359,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,110,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,239,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,503,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,633,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,378,Ground truth vulnerability missed by LLM
TOD,buggy_22.sol,766,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,132,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,517,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,9,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,397,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,531,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,150,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,922,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,411,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,32,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,545,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,676,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,805,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,164,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,430,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,178,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,54,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,192,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,450,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,71,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,331,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,206,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,850,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,85,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,470,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,599,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,345,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,731,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,220,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,484,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,359,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,110,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,239,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,503,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,633,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,378,Ground truth vulnerability missed by LLM
TOD,buggy_36.sol,766,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,770,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,517,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,267,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,652,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,414,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,799,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,671,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,292,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,552,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,685,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,818,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,699,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,444,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,323,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,589,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,724,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,216,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,348,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,476,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,231,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,749,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,623,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,246,Ground truth vulnerability missed by LLM
TOD,buggy_40.sol,378,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,137,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,9,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,523,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,268,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,401,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,23,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,155,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,541,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,286,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,425,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,42,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,304,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,178,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,569,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,442,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,62,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,327,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,461,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,81,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,214,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,601,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,476,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,95,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,352,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,232,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,490,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,114,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,629,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,504,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,377,Ground truth vulnerability missed by LLM
TOD,buggy_7.sol,250,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,387,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,132,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,521,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,657,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,276,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,151,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,29,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,415,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,43,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,300,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,557,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,173,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,436,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,57,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,187,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,319,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,579,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,71,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,457,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,207,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,338,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,85,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,352,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,225,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,610,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,99,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,488,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,368,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,118,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,631,Ground truth vulnerability missed by LLM
TOD,buggy_11.sol,252,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,395,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,142,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,278,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,156,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,414,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,170,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,300,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,49,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,440,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,192,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,322,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,68,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,460,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,336,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,82,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,222,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,96,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,357,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,115,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,376,Ground truth vulnerability missed by LLM
TOD,buggy_32.sol,249,Ground truth vulnerability missed by LLM
TOD,buggy_19.sol,515,Ground truth vulnerability missed by LLM
TOD,buggy_19.sol,259,Ground truth vulnerability missed by LLM
TOD,buggy_19.sol,131,Ground truth vulnerability missed by LLM
TOD,buggy_19.sol,392,Ground truth vulnerability missed by LLM
