Bug_Type,Contract,Line,Description
tx.origin,buggy_25.sol,30,LLM detected vulnerability not in ground truth
tx.origin,buggy_15.sol,98,LLM detected vulnerability not in ground truth
tx.origin,buggy_15.sol,4,LLM detected vulnerability not in ground truth
tx.origin,buggy_15.sol,68,LLM detected vulnerability not in ground truth
tx.origin,buggy_15.sol,8,LLM detected vulnerability not in ground truth
tx.origin,buggy_15.sol,74,LLM detected vulnerability not in ground truth
tx.origin,buggy_15.sol,86,LLM detected vulnerability not in ground truth
tx.origin,buggy_15.sol,56,LLM detected vulnerability not in ground truth
tx.origin,buggy_15.sol,92,LLM detected vulnerability not in ground truth
tx.origin,buggy_15.sol,62,LLM detected vulnerability not in ground truth
tx.origin,buggy_46.sol,34,LLM detected vulnerability not in ground truth
tx.origin,buggy_46.sol,68,LLM detected vulnerability not in ground truth
tx.origin,buggy_46.sol,41,LLM detected vulnerability not in ground truth
tx.origin,buggy_46.sol,12,LLM detected vulnerability not in ground truth
tx.origin,buggy_46.sol,50,LLM detected vulnerability not in ground truth
tx.origin,buggy_46.sol,56,LLM detected vulnerability not in ground truth
tx.origin,buggy_46.sol,62,LLM detected vulnerability not in ground truth
tx.origin,buggy_16.sol,33,LLM detected vulnerability not in ground truth
tx.origin,buggy_16.sol,39,LLM detected vulnerability not in ground truth
tx.origin,buggy_16.sol,45,LLM detected vulnerability not in ground truth
tx.origin,buggy_16.sol,15,LLM detected vulnerability not in ground truth
tx.origin,buggy_16.sol,21,LLM detected vulnerability not in ground truth
tx.origin,buggy_16.sol,27,LLM detected vulnerability not in ground truth
tx.origin,buggy_41.sol,34,LLM detected vulnerability not in ground truth
tx.origin,buggy_41.sol,5,LLM detected vulnerability not in ground truth
tx.origin,buggy_41.sol,14,LLM detected vulnerability not in ground truth
tx.origin,buggy_41.sol,46,LLM detected vulnerability not in ground truth
tx.origin,buggy_41.sol,54,LLM detected vulnerability not in ground truth
tx.origin,buggy_33.sol,34,LLM detected vulnerability not in ground truth
tx.origin,buggy_33.sol,38,LLM detected vulnerability not in ground truth
tx.origin,buggy_33.sol,46,LLM detected vulnerability not in ground truth
tx.origin,buggy_33.sol,22,LLM detected vulnerability not in ground truth
tx.origin,buggy_33.sol,26,LLM detected vulnerability not in ground truth
tx.origin,buggy_20.sol,40,LLM detected vulnerability not in ground truth
tx.origin,buggy_20.sol,13,LLM detected vulnerability not in ground truth
tx.origin,buggy_20.sol,16,LLM detected vulnerability not in ground truth
tx.origin,buggy_20.sol,19,LLM detected vulnerability not in ground truth
tx.origin,buggy_20.sol,22,LLM detected vulnerability not in ground truth
tx.origin,buggy_20.sol,25,LLM detected vulnerability not in ground truth
tx.origin,buggy_20.sol,28,LLM detected vulnerability not in ground truth
tx.origin,buggy_20.sol,31,LLM detected vulnerability not in ground truth
tx.origin,buggy_9.sol,35,LLM detected vulnerability not in ground truth
tx.origin,buggy_9.sol,70,LLM detected vulnerability not in ground truth
tx.origin,buggy_9.sol,40,LLM detected vulnerability not in ground truth
tx.origin,buggy_9.sol,75,LLM detected vulnerability not in ground truth
tx.origin,buggy_9.sol,45,LLM detected vulnerability not in ground truth
tx.origin,buggy_9.sol,14,LLM detected vulnerability not in ground truth
tx.origin,buggy_9.sol,50,LLM detected vulnerability not in ground truth
tx.origin,buggy_9.sol,19,LLM detected vulnerability not in ground truth
tx.origin,buggy_9.sol,25,LLM detected vulnerability not in ground truth
tx.origin,buggy_9.sol,60,LLM detected vulnerability not in ground truth
tx.origin,buggy_9.sol,30,LLM detected vulnerability not in ground truth
tx.origin,buggy_14.sol,193,LLM detected vulnerability not in ground truth
tx.origin,buggy_14.sol,34,LLM detected vulnerability not in ground truth
tx.origin,buggy_14.sol,42,LLM detected vulnerability not in ground truth
tx.origin,buggy_14.sol,138,LLM detected vulnerability not in ground truth
tx.origin,buggy_14.sol,51,LLM detected vulnerability not in ground truth
tx.origin,buggy_14.sol,182,LLM detected vulnerability not in ground truth
tx.origin,buggy_14.sol,24,LLM detected vulnerability not in ground truth
tx.origin,buggy_14.sol,94,LLM detected vulnerability not in ground truth
tx.origin,buggy_14.sol,63,LLM detected vulnerability not in ground truth
tx.origin,buggy_39.sol,35,LLM detected vulnerability not in ground truth
tx.origin,buggy_39.sol,5,LLM detected vulnerability not in ground truth
tx.origin,buggy_39.sol,45,LLM detected vulnerability not in ground truth
tx.origin,buggy_42.sol,25,LLM detected vulnerability not in ground truth
tx.origin,buggy_42.sol,35,LLM detected vulnerability not in ground truth
tx.origin,buggy_42.sol,45,LLM detected vulnerability not in ground truth
tx.origin,buggy_42.sol,50,LLM detected vulnerability not in ground truth
tx.origin,buggy_42.sol,55,LLM detected vulnerability not in ground truth
tx.origin,buggy_42.sol,60,LLM detected vulnerability not in ground truth
tx.origin,buggy_42.sol,65,LLM detected vulnerability not in ground truth
tx.origin,buggy_42.sol,70,LLM detected vulnerability not in ground truth
tx.origin,buggy_42.sol,75,LLM detected vulnerability not in ground truth
tx.origin,buggy_42.sol,95,LLM detected vulnerability not in ground truth
tx.origin,buggy_31.sol,64,LLM detected vulnerability not in ground truth
tx.origin,buggy_31.sol,34,LLM detected vulnerability not in ground truth
tx.origin,buggy_31.sol,69,LLM detected vulnerability not in ground truth
tx.origin,buggy_31.sol,39,LLM detected vulnerability not in ground truth
tx.origin,buggy_31.sol,74,LLM detected vulnerability not in ground truth
tx.origin,buggy_31.sol,44,LLM detected vulnerability not in ground truth
tx.origin,buggy_31.sol,79,LLM detected vulnerability not in ground truth
tx.origin,buggy_31.sol,49,LLM detected vulnerability not in ground truth
tx.origin,buggy_31.sol,84,LLM detected vulnerability not in ground truth
tx.origin,buggy_31.sol,54,LLM detected vulnerability not in ground truth
tx.origin,buggy_31.sol,24,LLM detected vulnerability not in ground truth
tx.origin,buggy_31.sol,89,LLM detected vulnerability not in ground truth
tx.origin,buggy_31.sol,59,LLM detected vulnerability not in ground truth
tx.origin,buggy_31.sol,29,LLM detected vulnerability not in ground truth
tx.origin,buggy_2.sol,96,LLM detected vulnerability not in ground truth
tx.origin,buggy_2.sol,68,LLM detected vulnerability not in ground truth
tx.origin,buggy_2.sol,5,LLM detected vulnerability not in ground truth
tx.origin,buggy_2.sol,75,LLM detected vulnerability not in ground truth
tx.origin,buggy_2.sol,89,LLM detected vulnerability not in ground truth
tx.origin,buggy_2.sol,61,LLM detected vulnerability not in ground truth
tx.origin,buggy_50.sol,33,LLM detected vulnerability not in ground truth
tx.origin,buggy_50.sol,65,LLM detected vulnerability not in ground truth
tx.origin,buggy_50.sol,36,LLM detected vulnerability not in ground truth
tx.origin,buggy_50.sol,69,LLM detected vulnerability not in ground truth
tx.origin,buggy_50.sol,73,LLM detected vulnerability not in ground truth
tx.origin,buggy_50.sol,43,LLM detected vulnerability not in ground truth
tx.origin,buggy_50.sol,14,LLM detected vulnerability not in ground truth
tx.origin,buggy_50.sol,55,LLM detected vulnerability not in ground truth
tx.origin,buggy_10.sol,5,LLM detected vulnerability not in ground truth
tx.origin,buggy_10.sol,37,LLM detected vulnerability not in ground truth
tx.origin,buggy_10.sol,17,LLM detected vulnerability not in ground truth
tx.origin,buggy_49.sol,2,LLM detected vulnerability not in ground truth
tx.origin,buggy_49.sol,5,LLM detected vulnerability not in ground truth
tx.origin,buggy_49.sol,15,LLM detected vulnerability not in ground truth
tx.origin,buggy_49.sol,24,LLM detected vulnerability not in ground truth
tx.origin,buggy_49.sol,27,LLM detected vulnerability not in ground truth
tx.origin,buggy_37.sol,14,LLM detected vulnerability not in ground truth
tx.origin,buggy_37.sol,15,LLM detected vulnerability not in ground truth
tx.origin,buggy_37.sol,16,LLM detected vulnerability not in ground truth
tx.origin,buggy_37.sol,21,LLM detected vulnerability not in ground truth
tx.origin,buggy_37.sol,22,LLM detected vulnerability not in ground truth
tx.origin,buggy_37.sol,23,LLM detected vulnerability not in ground truth
tx.origin,buggy_37.sol,24,LLM detected vulnerability not in ground truth
tx.origin,buggy_37.sol,25,LLM detected vulnerability not in ground truth
tx.origin,buggy_37.sol,26,LLM detected vulnerability not in ground truth
tx.origin,buggy_37.sol,27,LLM detected vulnerability not in ground truth
tx.origin,buggy_37.sol,29,LLM detected vulnerability not in ground truth
tx.origin,buggy_37.sol,30,LLM detected vulnerability not in ground truth
tx.origin,buggy_37.sol,31,LLM detected vulnerability not in ground truth
tx.origin,buggy_12.sol,33,LLM detected vulnerability not in ground truth
tx.origin,buggy_12.sol,36,LLM detected vulnerability not in ground truth
tx.origin,buggy_12.sol,39,LLM detected vulnerability not in ground truth
tx.origin,buggy_12.sol,42,LLM detected vulnerability not in ground truth
tx.origin,buggy_12.sol,13,LLM detected vulnerability not in ground truth
tx.origin,buggy_12.sol,45,LLM detected vulnerability not in ground truth
tx.origin,buggy_12.sol,16,LLM detected vulnerability not in ground truth
tx.origin,buggy_12.sol,48,LLM detected vulnerability not in ground truth
tx.origin,buggy_12.sol,51,LLM detected vulnerability not in ground truth
tx.origin,buggy_12.sol,21,LLM detected vulnerability not in ground truth
tx.origin,buggy_12.sol,24,LLM detected vulnerability not in ground truth
tx.origin,buggy_12.sol,27,LLM detected vulnerability not in ground truth
tx.origin,buggy_12.sol,30,LLM detected vulnerability not in ground truth
