bug_id,contract,line,bug_type,approach
4307,buggy_2.sol,72,Unhandled-Exceptions,code snippet injection
4308,buggy_2.sol,66,Unhandled-Exceptions,code snippet injection
4309,buggy_2.sol,56,Unhandled-Exceptions,code snippet injection
4310,buggy_2.sol,50,Unhandled-Exceptions,code snippet injection
4311,buggy_2.sol,46,Unhandled-Exceptions,code snippet injection
4312,buggy_2.sol,36,Unhandled-Exceptions,code snippet injection
4313,buggy_2.sol,26,Unhandled-Exceptions,code snippet injection
4314,buggy_20.sol,218,Unhandled-Exceptions,code snippet injection
4315,buggy_20.sol,211,Unhandled-Exceptions,code snippet injection
4316,buggy_20.sol,205,Unhandled-Exceptions,code snippet injection
4317,buggy_20.sol,86,Unhandled-Exceptions,code snippet injection
4318,buggy_20.sol,42,Unhandled-Exceptions,code snippet injection
4319,buggy_20.sol,457,Unhandled-Exceptions,code snippet injection
4320,buggy_20.sol,438,Unhandled-Exceptions,code snippet injection
4321,buggy_20.sol,428,Unhandled-Exceptions,code snippet injection
4322,buggy_20.sol,417,Unhandled-Exceptions,code snippet injection
4323,buggy_20.sol,411,Unhandled-Exceptions,code snippet injection
4324,buggy_20.sol,352,Unhandled-Exceptions,code snippet injection
4325,buggy_20.sol,336,Unhandled-Exceptions,code snippet injection
4326,buggy_20.sol,318,Unhandled-Exceptions,code snippet injection
4327,buggy_20.sol,297,Unhandled-Exceptions,code snippet injection
4328,buggy_20.sol,284,Unhandled-Exceptions,code snippet injection
4329,buggy_20.sol,266,Unhandled-Exceptions,code snippet injection
4330,buggy_20.sol,257,Unhandled-Exceptions,code snippet injection
4331,buggy_20.sol,251,Unhandled-Exceptions,code snippet injection
4332,buggy_20.sol,240,Unhandled-Exceptions,code snippet injection
4333,buggy_20.sol,149,Unhandled-Exceptions,code snippet injection
4334,buggy_20.sol,137,Unhandled-Exceptions,code snippet injection
4335,buggy_20.sol,100,Unhandled-Exceptions,code snippet injection
4336,buggy_20.sol,69,Unhandled-Exceptions,code snippet injection
4337,buggy_20.sol,53,Unhandled-Exceptions,code snippet injection
4338,buggy_20.sol,396,Unhandled-Exceptions,code snippet injection
4339,buggy_20.sol,195,Unhandled-Exceptions,code snippet injection
4340,buggy_20.sol,191,Unhandled-Exceptions,code snippet injection
4341,buggy_20.sol,187,Unhandled-Exceptions,code snippet injection
4342,buggy_20.sol,181,Unhandled-Exceptions,code snippet injection
4343,buggy_20.sol,81,Unhandled-Exceptions,code snippet injection
4344,buggy_20.sol,32,Unhandled-Exceptions,code snippet injection
4345,buggy_21.sol,66,Unhandled-Exceptions,code snippet injection
4346,buggy_21.sol,482,Unhandled-Exceptions,code snippet injection
4347,buggy_21.sol,473,Unhandled-Exceptions,code snippet injection
4348,buggy_21.sol,466,Unhandled-Exceptions,code snippet injection
4349,buggy_21.sol,447,Unhandled-Exceptions,code snippet injection
4350,buggy_21.sol,291,Unhandled-Exceptions,code snippet injection
4351,buggy_21.sol,270,Unhandled-Exceptions,code snippet injection
4352,buggy_21.sol,249,Unhandled-Exceptions,code snippet injection
4353,buggy_21.sol,224,Unhandled-Exceptions,code snippet injection
4354,buggy_21.sol,211,Unhandled-Exceptions,code snippet injection
4355,buggy_21.sol,195,Unhandled-Exceptions,code snippet injection
4356,buggy_21.sol,179,Unhandled-Exceptions,code snippet injection
4357,buggy_21.sol,120,Unhandled-Exceptions,code snippet injection
4358,buggy_21.sol,27,Unhandled-Exceptions,code snippet injection
4359,buggy_21.sol,21,Unhandled-Exceptions,code snippet injection
4360,buggy_21.sol,11,Unhandled-Exceptions,code snippet injection
4361,buggy_21.sol,5,Unhandled-Exceptions,code snippet injection
4362,buggy_21.sol,164,Unhandled-Exceptions,code snippet injection
4363,buggy_21.sol,153,Unhandled-Exceptions,code snippet injection
4364,buggy_21.sol,142,Unhandled-Exceptions,code snippet injection
4365,buggy_21.sol,137,Unhandled-Exceptions,code snippet injection
4366,buggy_21.sol,130,Unhandled-Exceptions,code snippet injection
4367,buggy_21.sol,125,Unhandled-Exceptions,code snippet injection
4368,buggy_21.sol,85,Unhandled-Exceptions,code snippet injection
4369,buggy_21.sol,81,Unhandled-Exceptions,code snippet injection
4370,buggy_21.sol,76,Unhandled-Exceptions,code snippet injection
4371,buggy_21.sol,71,Unhandled-Exceptions,code snippet injection
4372,buggy_22.sol,266,Unhandled-Exceptions,code snippet injection
4373,buggy_22.sol,259,Unhandled-Exceptions,code snippet injection
4374,buggy_22.sol,253,Unhandled-Exceptions,code snippet injection
4375,buggy_22.sol,250,Unhandled-Exceptions,code snippet injection
4376,buggy_22.sol,243,Unhandled-Exceptions,code snippet injection
4377,buggy_22.sol,233,Unhandled-Exceptions,code snippet injection
4378,buggy_22.sol,42,Unhandled-Exceptions,code snippet injection
4379,buggy_22.sol,38,Unhandled-Exceptions,code snippet injection
4380,buggy_22.sol,556,Unhandled-Exceptions,code snippet injection
4381,buggy_22.sol,500,Unhandled-Exceptions,code snippet injection
4382,buggy_22.sol,464,Unhandled-Exceptions,code snippet injection
4383,buggy_22.sol,430,Unhandled-Exceptions,code snippet injection
4384,buggy_22.sol,405,Unhandled-Exceptions,code snippet injection
4385,buggy_22.sol,365,Unhandled-Exceptions,code snippet injection
4386,buggy_22.sol,335,Unhandled-Exceptions,code snippet injection
4387,buggy_22.sol,310,Unhandled-Exceptions,code snippet injection
4388,buggy_22.sol,113,Unhandled-Exceptions,code snippet injection
4389,buggy_22.sol,109,Unhandled-Exceptions,code snippet injection
4390,buggy_22.sol,99,Unhandled-Exceptions,code snippet injection
4391,buggy_22.sol,89,Unhandled-Exceptions,code snippet injection
4392,buggy_22.sol,85,Unhandled-Exceptions,code snippet injection
4393,buggy_22.sol,79,Unhandled-Exceptions,code snippet injection
4394,buggy_22.sol,75,Unhandled-Exceptions,code snippet injection
4395,buggy_22.sol,64,Unhandled-Exceptions,code snippet injection
4396,buggy_22.sol,58,Unhandled-Exceptions,code snippet injection
4397,buggy_22.sol,31,Unhandled-Exceptions,code snippet injection
4398,buggy_22.sol,19,Unhandled-Exceptions,code snippet injection
4399,buggy_22.sol,228,Unhandled-Exceptions,code snippet injection
4400,buggy_22.sol,221,Unhandled-Exceptions,code snippet injection
4401,buggy_22.sol,217,Unhandled-Exceptions,code snippet injection
4402,buggy_22.sol,208,Unhandled-Exceptions,code snippet injection
4403,buggy_22.sol,204,Unhandled-Exceptions,code snippet injection
4404,buggy_22.sol,200,Unhandled-Exceptions,code snippet injection
4405,buggy_22.sol,196,Unhandled-Exceptions,code snippet injection
4406,buggy_22.sol,192,Unhandled-Exceptions,code snippet injection
4407,buggy_22.sol,9,Unhandled-Exceptions,code snippet injection
4408,buggy_23.sol,504,Unhandled-Exceptions,code snippet injection
4409,buggy_23.sol,485,Unhandled-Exceptions,code snippet injection
4410,buggy_23.sol,473,Unhandled-Exceptions,code snippet injection
4411,buggy_23.sol,464,Unhandled-Exceptions,code snippet injection
4412,buggy_23.sol,451,Unhandled-Exceptions,code snippet injection
4413,buggy_23.sol,408,Unhandled-Exceptions,code snippet injection
4414,buggy_23.sol,390,Unhandled-Exceptions,code snippet injection
4415,buggy_23.sol,368,Unhandled-Exceptions,code snippet injection
4416,buggy_23.sol,352,Unhandled-Exceptions,code snippet injection
4417,buggy_23.sol,336,Unhandled-Exceptions,code snippet injection
4418,buggy_23.sol,313,Unhandled-Exceptions,code snippet injection
4419,buggy_23.sol,290,Unhandled-Exceptions,code snippet injection
4420,buggy_23.sol,273,Unhandled-Exceptions,code snippet injection
4421,buggy_23.sol,255,Unhandled-Exceptions,code snippet injection
4422,buggy_23.sol,235,Unhandled-Exceptions,code snippet injection
4423,buggy_23.sol,212,Unhandled-Exceptions,code snippet injection
4424,buggy_23.sol,193,Unhandled-Exceptions,code snippet injection
4425,buggy_23.sol,180,Unhandled-Exceptions,code snippet injection
4426,buggy_23.sol,161,Unhandled-Exceptions,code snippet injection
4427,buggy_23.sol,143,Unhandled-Exceptions,code snippet injection
4428,buggy_23.sol,441,Unhandled-Exceptions,code snippet injection
4429,buggy_23.sol,435,Unhandled-Exceptions,code snippet injection
4430,buggy_23.sol,431,Unhandled-Exceptions,code snippet injection
4431,buggy_23.sol,129,Unhandled-Exceptions,code snippet injection
4432,buggy_23.sol,125,Unhandled-Exceptions,code snippet injection
4433,buggy_23.sol,120,Unhandled-Exceptions,code snippet injection
4434,buggy_24.sol,980,Unhandled-Exceptions,code snippet injection
4435,buggy_24.sol,963,Unhandled-Exceptions,code snippet injection
4436,buggy_24.sol,921,Unhandled-Exceptions,code snippet injection
4437,buggy_24.sol,912,Unhandled-Exceptions,code snippet injection
4438,buggy_24.sol,855,Unhandled-Exceptions,code snippet injection
4439,buggy_24.sol,825,Unhandled-Exceptions,code snippet injection
4440,buggy_24.sol,795,Unhandled-Exceptions,code snippet injection
4441,buggy_24.sol,771,Unhandled-Exceptions,code snippet injection
4442,buggy_24.sol,763,Unhandled-Exceptions,code snippet injection
4443,buggy_24.sol,743,Unhandled-Exceptions,code snippet injection
4444,buggy_24.sol,724,Unhandled-Exceptions,code snippet injection
4445,buggy_24.sol,707,Unhandled-Exceptions,code snippet injection
4446,buggy_24.sol,695,Unhandled-Exceptions,code snippet injection
4447,buggy_24.sol,669,Unhandled-Exceptions,code snippet injection
4448,buggy_24.sol,643,Unhandled-Exceptions,code snippet injection
4449,buggy_24.sol,575,Unhandled-Exceptions,code snippet injection
4450,buggy_24.sol,561,Unhandled-Exceptions,code snippet injection
4451,buggy_24.sol,549,Unhandled-Exceptions,code snippet injection
4452,buggy_24.sol,531,Unhandled-Exceptions,code snippet injection
4453,buggy_24.sol,508,Unhandled-Exceptions,code snippet injection
4454,buggy_24.sol,473,Unhandled-Exceptions,code snippet injection
4455,buggy_24.sol,440,Unhandled-Exceptions,code snippet injection
4456,buggy_24.sol,424,Unhandled-Exceptions,code snippet injection
4457,buggy_24.sol,414,Unhandled-Exceptions,code snippet injection
4458,buggy_24.sol,402,Unhandled-Exceptions,code snippet injection
4459,buggy_24.sol,375,Unhandled-Exceptions,code snippet injection
4460,buggy_24.sol,362,Unhandled-Exceptions,code snippet injection
4461,buggy_24.sol,340,Unhandled-Exceptions,code snippet injection
4462,buggy_24.sol,334,Unhandled-Exceptions,code snippet injection
4463,buggy_24.sol,330,Unhandled-Exceptions,code snippet injection
4464,buggy_24.sol,321,Unhandled-Exceptions,code snippet injection
4465,buggy_24.sol,317,Unhandled-Exceptions,code snippet injection
4466,buggy_24.sol,312,Unhandled-Exceptions,code snippet injection
4467,buggy_24.sol,308,Unhandled-Exceptions,code snippet injection
4468,buggy_24.sol,304,Unhandled-Exceptions,code snippet injection
4469,buggy_24.sol,298,Unhandled-Exceptions,code snippet injection
4470,buggy_24.sol,294,Unhandled-Exceptions,code snippet injection
4471,buggy_24.sol,288,Unhandled-Exceptions,code snippet injection
4472,buggy_24.sol,281,Unhandled-Exceptions,code snippet injection
4473,buggy_24.sol,275,Unhandled-Exceptions,code snippet injection
4474,buggy_24.sol,265,Unhandled-Exceptions,code snippet injection
4475,buggy_24.sol,262,Unhandled-Exceptions,code snippet injection
4476,buggy_24.sol,257,Unhandled-Exceptions,code snippet injection
4477,buggy_24.sol,251,Unhandled-Exceptions,code snippet injection
4478,buggy_24.sol,239,Unhandled-Exceptions,code snippet injection
4479,buggy_24.sol,230,Unhandled-Exceptions,code snippet injection
4480,buggy_24.sol,226,Unhandled-Exceptions,code snippet injection
4481,buggy_24.sol,217,Unhandled-Exceptions,code snippet injection
4482,buggy_25.sol,110,Unhandled-Exceptions,code snippet injection
4483,buggy_25.sol,103,Unhandled-Exceptions,code snippet injection
4484,buggy_25.sol,97,Unhandled-Exceptions,code snippet injection
4485,buggy_25.sol,94,Unhandled-Exceptions,code snippet injection
4486,buggy_25.sol,87,Unhandled-Exceptions,code snippet injection
4487,buggy_25.sol,77,Unhandled-Exceptions,code snippet injection
4488,buggy_25.sol,67,Unhandled-Exceptions,code snippet injection
4489,buggy_25.sol,310,Unhandled-Exceptions,code snippet injection
4490,buggy_25.sol,300,Unhandled-Exceptions,code snippet injection
4491,buggy_25.sol,293,Unhandled-Exceptions,code snippet injection
4492,buggy_25.sol,279,Unhandled-Exceptions,code snippet injection
4493,buggy_25.sol,266,Unhandled-Exceptions,code snippet injection
4494,buggy_25.sol,252,Unhandled-Exceptions,code snippet injection
4495,buggy_25.sol,215,Unhandled-Exceptions,code snippet injection
4496,buggy_25.sol,170,Unhandled-Exceptions,code snippet injection
4497,buggy_25.sol,145,Unhandled-Exceptions,code snippet injection
4498,buggy_25.sol,127,Unhandled-Exceptions,code snippet injection
4499,buggy_25.sol,119,Unhandled-Exceptions,code snippet injection
4500,buggy_25.sol,55,Unhandled-Exceptions,code snippet injection
4501,buggy_25.sol,36,Unhandled-Exceptions,code snippet injection
4502,buggy_25.sol,13,Unhandled-Exceptions,code snippet injection
4503,buggy_26.sol,63,Unhandled-Exceptions,code snippet injection
4504,buggy_26.sol,67,Unhandled-Exceptions,code snippet injection
4505,buggy_26.sol,73,Unhandled-Exceptions,code snippet injection
4506,buggy_26.sol,77,Unhandled-Exceptions,code snippet injection
4507,buggy_26.sol,87,Unhandled-Exceptions,code snippet injection
4508,buggy_26.sol,97,Unhandled-Exceptions,code snippet injection
4509,buggy_26.sol,108,Unhandled-Exceptions,code snippet injection
4510,buggy_26.sol,113,Unhandled-Exceptions,code snippet injection
4511,buggy_26.sol,121,Unhandled-Exceptions,code snippet injection
4512,buggy_26.sol,129,Unhandled-Exceptions,code snippet injection
4513,buggy_26.sol,142,Unhandled-Exceptions,code snippet injection
4514,buggy_26.sol,150,Unhandled-Exceptions,code snippet injection
4515,buggy_26.sol,157,Unhandled-Exceptions,code snippet injection
4516,buggy_26.sol,164,Unhandled-Exceptions,code snippet injection
4517,buggy_26.sol,177,Unhandled-Exceptions,code snippet injection
4518,buggy_26.sol,190,Unhandled-Exceptions,code snippet injection
4519,buggy_26.sol,197,Unhandled-Exceptions,code snippet injection
4520,buggy_26.sol,206,Unhandled-Exceptions,code snippet injection
4521,buggy_26.sol,214,Unhandled-Exceptions,code snippet injection
4522,buggy_26.sol,228,Unhandled-Exceptions,code snippet injection
4523,buggy_26.sol,246,Unhandled-Exceptions,code snippet injection
4524,buggy_26.sol,259,Unhandled-Exceptions,code snippet injection
4525,buggy_26.sol,264,Unhandled-Exceptions,code snippet injection
4526,buggy_27.sol,226,Unhandled-Exceptions,code snippet injection
4527,buggy_27.sol,219,Unhandled-Exceptions,code snippet injection
4528,buggy_27.sol,213,Unhandled-Exceptions,code snippet injection
4529,buggy_27.sol,210,Unhandled-Exceptions,code snippet injection
4530,buggy_27.sol,57,Unhandled-Exceptions,code snippet injection
4531,buggy_27.sol,559,Unhandled-Exceptions,code snippet injection
4532,buggy_27.sol,545,Unhandled-Exceptions,code snippet injection
4533,buggy_27.sol,537,Unhandled-Exceptions,code snippet injection
4534,buggy_27.sol,529,Unhandled-Exceptions,code snippet injection
4535,buggy_27.sol,522,Unhandled-Exceptions,code snippet injection
4536,buggy_27.sol,507,Unhandled-Exceptions,code snippet injection
4537,buggy_27.sol,493,Unhandled-Exceptions,code snippet injection
4538,buggy_27.sol,482,Unhandled-Exceptions,code snippet injection
4539,buggy_27.sol,475,Unhandled-Exceptions,code snippet injection
4540,buggy_27.sol,464,Unhandled-Exceptions,code snippet injection
4541,buggy_27.sol,448,Unhandled-Exceptions,code snippet injection
4542,buggy_27.sol,436,Unhandled-Exceptions,code snippet injection
4543,buggy_27.sol,377,Unhandled-Exceptions,code snippet injection
4544,buggy_27.sol,361,Unhandled-Exceptions,code snippet injection
4545,buggy_27.sol,346,Unhandled-Exceptions,code snippet injection
4546,buggy_27.sol,286,Unhandled-Exceptions,code snippet injection
4547,buggy_27.sol,276,Unhandled-Exceptions,code snippet injection
4548,buggy_27.sol,267,Unhandled-Exceptions,code snippet injection
4549,buggy_27.sol,257,Unhandled-Exceptions,code snippet injection
4550,buggy_27.sol,251,Unhandled-Exceptions,code snippet injection
4551,buggy_27.sol,244,Unhandled-Exceptions,code snippet injection
4552,buggy_27.sol,151,Unhandled-Exceptions,code snippet injection
4553,buggy_27.sol,144,Unhandled-Exceptions,code snippet injection
4554,buggy_27.sol,135,Unhandled-Exceptions,code snippet injection
4555,buggy_27.sol,128,Unhandled-Exceptions,code snippet injection
4556,buggy_27.sol,85,Unhandled-Exceptions,code snippet injection
4557,buggy_27.sol,69,Unhandled-Exceptions,code snippet injection
4558,buggy_27.sol,236,Unhandled-Exceptions,code snippet injection
4559,buggy_27.sol,232,Unhandled-Exceptions,code snippet injection
4560,buggy_27.sol,206,Unhandled-Exceptions,code snippet injection
4561,buggy_27.sol,200,Unhandled-Exceptions,code snippet injection
4562,buggy_27.sol,196,Unhandled-Exceptions,code snippet injection
4563,buggy_27.sol,190,Unhandled-Exceptions,code snippet injection
4564,buggy_27.sol,183,Unhandled-Exceptions,code snippet injection
4565,buggy_27.sol,177,Unhandled-Exceptions,code snippet injection
4566,buggy_27.sol,167,Unhandled-Exceptions,code snippet injection
4567,buggy_27.sol,163,Unhandled-Exceptions,code snippet injection
4568,buggy_27.sol,159,Unhandled-Exceptions,code snippet injection
4569,buggy_27.sol,118,Unhandled-Exceptions,code snippet injection
4570,buggy_27.sol,108,Unhandled-Exceptions,code snippet injection
4571,buggy_27.sol,99,Unhandled-Exceptions,code snippet injection
4572,buggy_27.sol,53,Unhandled-Exceptions,code snippet injection
4573,buggy_28.sol,340,Unhandled-Exceptions,code snippet injection
4574,buggy_28.sol,328,Unhandled-Exceptions,code snippet injection
4575,buggy_28.sol,315,Unhandled-Exceptions,code snippet injection
4576,buggy_28.sol,309,Unhandled-Exceptions,code snippet injection
4577,buggy_28.sol,297,Unhandled-Exceptions,code snippet injection
4578,buggy_28.sol,281,Unhandled-Exceptions,code snippet injection
4579,buggy_28.sol,265,Unhandled-Exceptions,code snippet injection
4580,buggy_28.sol,241,Unhandled-Exceptions,code snippet injection
4581,buggy_28.sol,231,Unhandled-Exceptions,code snippet injection
4582,buggy_28.sol,223,Unhandled-Exceptions,code snippet injection
4583,buggy_28.sol,197,Unhandled-Exceptions,code snippet injection
4584,buggy_28.sol,183,Unhandled-Exceptions,code snippet injection
4585,buggy_28.sol,176,Unhandled-Exceptions,code snippet injection
4586,buggy_28.sol,169,Unhandled-Exceptions,code snippet injection
4587,buggy_28.sol,160,Unhandled-Exceptions,code snippet injection
4588,buggy_28.sol,103,Unhandled-Exceptions,code snippet injection
4589,buggy_28.sol,94,Unhandled-Exceptions,code snippet injection
4590,buggy_28.sol,87,Unhandled-Exceptions,code snippet injection
4591,buggy_28.sol,74,Unhandled-Exceptions,code snippet injection
4592,buggy_28.sol,146,Unhandled-Exceptions,code snippet injection
4593,buggy_28.sol,142,Unhandled-Exceptions,code snippet injection
4594,buggy_28.sol,136,Unhandled-Exceptions,code snippet injection
4595,buggy_28.sol,132,Unhandled-Exceptions,code snippet injection
4596,buggy_28.sol,125,Unhandled-Exceptions,code snippet injection
4597,buggy_28.sol,121,Unhandled-Exceptions,code snippet injection
4598,buggy_28.sol,117,Unhandled-Exceptions,code snippet injection
4599,buggy_28.sol,64,Unhandled-Exceptions,code snippet injection
4600,buggy_28.sol,60,Unhandled-Exceptions,code snippet injection
4601,buggy_28.sol,54,Unhandled-Exceptions,code snippet injection
4602,buggy_29.sol,281,Unhandled-Exceptions,code snippet injection
4603,buggy_29.sol,274,Unhandled-Exceptions,code snippet injection
4604,buggy_29.sol,268,Unhandled-Exceptions,code snippet injection
4605,buggy_29.sol,416,Unhandled-Exceptions,code snippet injection
4606,buggy_29.sol,403,Unhandled-Exceptions,code snippet injection
4607,buggy_29.sol,388,Unhandled-Exceptions,code snippet injection
4608,buggy_29.sol,373,Unhandled-Exceptions,code snippet injection
4609,buggy_29.sol,360,Unhandled-Exceptions,code snippet injection
4610,buggy_29.sol,342,Unhandled-Exceptions,code snippet injection
4611,buggy_29.sol,309,Unhandled-Exceptions,code snippet injection
4612,buggy_29.sol,33,Unhandled-Exceptions,code snippet injection
4613,buggy_29.sol,24,Unhandled-Exceptions,code snippet injection
4614,buggy_29.sol,17,Unhandled-Exceptions,code snippet injection
4615,buggy_29.sol,214,Unhandled-Exceptions,code snippet injection
4616,buggy_29.sol,205,Unhandled-Exceptions,code snippet injection
4617,buggy_29.sol,192,Unhandled-Exceptions,code snippet injection
4618,buggy_29.sol,183,Unhandled-Exceptions,code snippet injection
4619,buggy_29.sol,176,Unhandled-Exceptions,code snippet injection
4620,buggy_29.sol,163,Unhandled-Exceptions,code snippet injection
4621,buggy_3.sol,21,Unhandled-Exceptions,code snippet injection
4622,buggy_3.sol,14,Unhandled-Exceptions,code snippet injection
4623,buggy_3.sol,8,Unhandled-Exceptions,code snippet injection
4624,buggy_3.sol,248,Unhandled-Exceptions,code snippet injection
4625,buggy_3.sol,237,Unhandled-Exceptions,code snippet injection
4626,buggy_3.sol,221,Unhandled-Exceptions,code snippet injection
4627,buggy_3.sol,206,Unhandled-Exceptions,code snippet injection
4628,buggy_3.sol,193,Unhandled-Exceptions,code snippet injection
4629,buggy_3.sol,186,Unhandled-Exceptions,code snippet injection
4630,buggy_3.sol,177,Unhandled-Exceptions,code snippet injection
4631,buggy_3.sol,160,Unhandled-Exceptions,code snippet injection
4632,buggy_3.sol,128,Unhandled-Exceptions,code snippet injection
4633,buggy_3.sol,104,Unhandled-Exceptions,code snippet injection
4634,buggy_3.sol,79,Unhandled-Exceptions,code snippet injection
4635,buggy_3.sol,71,Unhandled-Exceptions,code snippet injection
4636,buggy_3.sol,61,Unhandled-Exceptions,code snippet injection
4637,buggy_3.sol,54,Unhandled-Exceptions,code snippet injection
4638,buggy_3.sol,50,Unhandled-Exceptions,code snippet injection
4639,buggy_3.sol,40,Unhandled-Exceptions,code snippet injection
4640,buggy_3.sol,30,Unhandled-Exceptions,code snippet injection
4641,buggy_3.sol,26,Unhandled-Exceptions,code snippet injection
4642,buggy_30.sol,860,Unhandled-Exceptions,code snippet injection
4643,buggy_30.sol,851,Unhandled-Exceptions,code snippet injection
4644,buggy_30.sol,780,Unhandled-Exceptions,code snippet injection
4645,buggy_30.sol,777,Unhandled-Exceptions,code snippet injection
4646,buggy_30.sol,697,Unhandled-Exceptions,code snippet injection
4647,buggy_30.sol,687,Unhandled-Exceptions,code snippet injection
4648,buggy_30.sol,942,Unhandled-Exceptions,code snippet injection
4649,buggy_30.sol,934,Unhandled-Exceptions,code snippet injection
4650,buggy_30.sol,919,Unhandled-Exceptions,code snippet injection
4651,buggy_30.sol,911,Unhandled-Exceptions,code snippet injection
4652,buggy_30.sol,884,Unhandled-Exceptions,code snippet injection
4653,buggy_30.sol,871,Unhandled-Exceptions,code snippet injection
4654,buggy_30.sol,844,Unhandled-Exceptions,code snippet injection
4655,buggy_30.sol,836,Unhandled-Exceptions,code snippet injection
4656,buggy_30.sol,826,Unhandled-Exceptions,code snippet injection
4657,buggy_30.sol,813,Unhandled-Exceptions,code snippet injection
4658,buggy_30.sol,804,Unhandled-Exceptions,code snippet injection
4659,buggy_30.sol,792,Unhandled-Exceptions,code snippet injection
4660,buggy_30.sol,763,Unhandled-Exceptions,code snippet injection
4661,buggy_30.sol,749,Unhandled-Exceptions,code snippet injection
4662,buggy_30.sol,741,Unhandled-Exceptions,code snippet injection
4663,buggy_30.sol,732,Unhandled-Exceptions,code snippet injection
4664,buggy_30.sol,725,Unhandled-Exceptions,code snippet injection
4665,buggy_30.sol,710,Unhandled-Exceptions,code snippet injection
4666,buggy_30.sol,656,Unhandled-Exceptions,code snippet injection
4667,buggy_30.sol,633,Unhandled-Exceptions,code snippet injection
4668,buggy_30.sol,613,Unhandled-Exceptions,code snippet injection
4669,buggy_30.sol,600,Unhandled-Exceptions,code snippet injection
4670,buggy_30.sol,578,Unhandled-Exceptions,code snippet injection
4671,buggy_30.sol,553,Unhandled-Exceptions,code snippet injection
4672,buggy_30.sol,523,Unhandled-Exceptions,code snippet injection
4673,buggy_30.sol,498,Unhandled-Exceptions,code snippet injection
4674,buggy_30.sol,478,Unhandled-Exceptions,code snippet injection
4675,buggy_30.sol,468,Unhandled-Exceptions,code snippet injection
4676,buggy_30.sol,460,Unhandled-Exceptions,code snippet injection
4677,buggy_30.sol,449,Unhandled-Exceptions,code snippet injection
4678,buggy_30.sol,432,Unhandled-Exceptions,code snippet injection
4679,buggy_30.sol,422,Unhandled-Exceptions,code snippet injection
4680,buggy_30.sol,403,Unhandled-Exceptions,code snippet injection
4681,buggy_30.sol,385,Unhandled-Exceptions,code snippet injection
4682,buggy_30.sol,366,Unhandled-Exceptions,code snippet injection
4683,buggy_30.sol,359,Unhandled-Exceptions,code snippet injection
4684,buggy_30.sol,341,Unhandled-Exceptions,code snippet injection
4685,buggy_30.sol,333,Unhandled-Exceptions,code snippet injection
4686,buggy_30.sol,319,Unhandled-Exceptions,code snippet injection
4687,buggy_30.sol,306,Unhandled-Exceptions,code snippet injection
4688,buggy_30.sol,298,Unhandled-Exceptions,code snippet injection
4689,buggy_30.sol,285,Unhandled-Exceptions,code snippet injection
4690,buggy_31.sol,249,Unhandled-Exceptions,code snippet injection
4691,buggy_31.sol,102,Unhandled-Exceptions,code snippet injection
4692,buggy_31.sol,292,Unhandled-Exceptions,code snippet injection
4693,buggy_31.sol,284,Unhandled-Exceptions,code snippet injection
4694,buggy_31.sol,258,Unhandled-Exceptions,code snippet injection
4695,buggy_31.sol,208,Unhandled-Exceptions,code snippet injection
4696,buggy_31.sol,173,Unhandled-Exceptions,code snippet injection
4697,buggy_31.sol,161,Unhandled-Exceptions,code snippet injection
4698,buggy_31.sol,150,Unhandled-Exceptions,code snippet injection
4699,buggy_31.sol,133,Unhandled-Exceptions,code snippet injection
4700,buggy_31.sol,117,Unhandled-Exceptions,code snippet injection
4701,buggy_31.sol,239,Unhandled-Exceptions,code snippet injection
4702,buggy_31.sol,235,Unhandled-Exceptions,code snippet injection
4703,buggy_31.sol,198,Unhandled-Exceptions,code snippet injection
4704,buggy_31.sol,95,Unhandled-Exceptions,code snippet injection
4705,buggy_32.sol,206,Unhandled-Exceptions,code snippet injection
4706,buggy_32.sol,199,Unhandled-Exceptions,code snippet injection
4707,buggy_32.sol,259,Unhandled-Exceptions,code snippet injection
4708,buggy_32.sol,250,Unhandled-Exceptions,code snippet injection
4709,buggy_32.sol,189,Unhandled-Exceptions,code snippet injection
4710,buggy_32.sol,171,Unhandled-Exceptions,code snippet injection
4711,buggy_32.sol,151,Unhandled-Exceptions,code snippet injection
4712,buggy_32.sol,134,Unhandled-Exceptions,code snippet injection
4713,buggy_32.sol,119,Unhandled-Exceptions,code snippet injection
4714,buggy_32.sol,76,Unhandled-Exceptions,code snippet injection
4715,buggy_32.sol,66,Unhandled-Exceptions,code snippet injection
4716,buggy_32.sol,57,Unhandled-Exceptions,code snippet injection
4717,buggy_32.sol,53,Unhandled-Exceptions,code snippet injection
4718,buggy_32.sol,49,Unhandled-Exceptions,code snippet injection
4719,buggy_32.sol,237,Unhandled-Exceptions,code snippet injection
4720,buggy_32.sol,227,Unhandled-Exceptions,code snippet injection
4721,buggy_32.sol,221,Unhandled-Exceptions,code snippet injection
4722,buggy_32.sol,217,Unhandled-Exceptions,code snippet injection
4723,buggy_32.sol,101,Unhandled-Exceptions,code snippet injection
4724,buggy_32.sol,91,Unhandled-Exceptions,code snippet injection
4725,buggy_32.sol,87,Unhandled-Exceptions,code snippet injection
4726,buggy_33.sol,154,Unhandled-Exceptions,code snippet injection
4727,buggy_33.sol,147,Unhandled-Exceptions,code snippet injection
4728,buggy_33.sol,19,Unhandled-Exceptions,code snippet injection
4729,buggy_33.sol,261,Unhandled-Exceptions,code snippet injection
